"","unique_id","Species_standardised","Reference","Trait_value","Temperature","T_pk","B0_value","E_value","ED_value"
"145","Amphiprora paludosa-:-Admiraal (1977)-:-NA-:-NA","Amphiprora paludosa","Admiraal (1977)",0.61,12,298.15,0.28,0.634444883667007,1.26888976733401
"146","Amphiprora paludosa-:-Admiraal (1977)-:-NA-:-NA","Amphiprora paludosa","Admiraal (1977)",1,16,298.15,0.28,0.634444883667007,1.26888976733401
"147","Amphiprora paludosa-:-Admiraal (1977)-:-NA-:-NA","Amphiprora paludosa","Admiraal (1977)",1.21,20,298.15,0.28,0.634444883667007,1.26888976733401
"148","Amphiprora paludosa-:-Admiraal (1977)-:-NA-:-NA","Amphiprora paludosa","Admiraal (1977)",1.86,25,298.15,0.28,0.634444883667007,1.26888976733401
"149","Amphiprora paludosa-:-Admiraal (1977)-:-NA-:-NA","Amphiprora paludosa","Admiraal (1977)",1.58,30,298.15,0.28,0.634444883667007,1.26888976733401
"150","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0.174673,15,288.15,0.0263396,0.1,0.1
"151","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0.0686216,20,288.15,0.0263396,0.1,0.1
"152","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0.0263396,25,288.15,0.0263396,0.1,0.1
"153","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0.0817914,30,288.15,0.0263396,0.1,0.1
"154","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0.113676,35,288.15,0.0263396,0.1,0.1
"155","Amphora-:-Csavina et al. (2011)-:-NA-:-NA","Amphora","Csavina et al. (2011)",0,40,288.15,0.0263396,0.1,0.1
"156","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",-0.01,10,298.15,0.09,0.668911152971626,1.33782230594325
"157","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.1,15,298.15,0.09,0.668911152971626,1.33782230594325
"158","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.2,20,298.15,0.09,0.668911152971626,1.33782230594325
"159","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.26,25,298.15,0.09,0.668911152971626,1.33782230594325
"160","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.24,27,298.15,0.09,0.668911152971626,1.33782230594325
"161","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.22,30,298.15,0.09,0.668911152971626,1.33782230594325
"162","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.09,35,298.15,0.09,0.668911152971626,1.33782230594325
"163","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",-0.13,40,298.15,0.09,0.668911152971626,1.33782230594325
"164","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.203,20,298.15,0.09,0.668911152971626,1.33782230594325
"165","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.263,25,298.15,0.09,0.668911152971626,1.33782230594325
"166","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.243,27.5,298.15,0.09,0.668911152971626,1.33782230594325
"167","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.224,30,298.15,0.09,0.668911152971626,1.33782230594325
"168","Anabaena bergii-:-Mehnert et al. (2010)-:- 53.450-:-  13.160","Anabaena bergii","Mehnert et al. (2010)",0.093,35,298.15,0.09,0.668911152971626,1.33782230594325
"169","Anabaena cylindrica-:-Lï¿½rling et al. (2013)-:- 51.250-:-  -0.420","Anabaena cylindrica","Lï¿½rling et al. (2013)",0.46,20,298.15,0.46,1.06037043224033,2.12074086448066
"170","Anabaena cylindrica-:-Lï¿½rling et al. (2013)-:- 51.250-:-  -0.420","Anabaena cylindrica","Lï¿½rling et al. (2013)",0.93,25,298.15,0.46,1.06037043224033,2.12074086448066
"171","Anabaena cylindrica-:-Lï¿½rling et al. (2013)-:- 51.250-:-  -0.420","Anabaena cylindrica","Lï¿½rling et al. (2013)",0.75,27.5,298.15,0.46,1.06037043224033,2.12074086448066
"172","Anabaena cylindrica-:-Lï¿½rling et al. (2013)-:- 51.250-:-  -0.420","Anabaena cylindrica","Lï¿½rling et al. (2013)",0.53,32.5,298.15,0.46,1.06037043224033,2.12074086448066
"173","Anabaena cylindrica-:-Lï¿½rling et al. (2013)-:- 51.250-:-  -0.420","Anabaena cylindrica","Lï¿½rling et al. (2013)",0.58,35,298.15,0.46,1.06037043224033,2.12074086448066
"174","Anabaena-:-Lurling et al. (2013)-:-NA-:-NA","Anabaena","Lurling et al. (2013)",0.46,20,298.15,0.46,1.06037043224033,2.12074086448066
"175","Anabaena-:-Lurling et al. (2013)-:-NA-:-NA","Anabaena","Lurling et al. (2013)",0.93,25,298.15,0.46,1.06037043224033,2.12074086448066
"176","Anabaena-:-Lurling et al. (2013)-:-NA-:-NA","Anabaena","Lurling et al. (2013)",0.75,27.5,298.15,0.46,1.06037043224033,2.12074086448066
"177","Anabaena-:-Lurling et al. (2013)-:-NA-:-NA","Anabaena","Lurling et al. (2013)",0.53,32.5,298.15,0.46,1.06037043224033,2.12074086448066
"178","Anabaena-:-Lurling et al. (2013)-:-NA-:-NA","Anabaena","Lurling et al. (2013)",0.58,35,298.15,0.46,1.06037043224033,2.12074086448066
"179","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.06,10,298.15,0.06,0.559696957398947,1.11939391479789
"180","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.06,10,298.15,0.06,0.559696957398947,1.11939391479789
"181","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.11,15,298.15,0.06,0.559696957398947,1.11939391479789
"182","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.11,15,298.15,0.06,0.559696957398947,1.11939391479789
"183","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.17,20,298.15,0.06,0.559696957398947,1.11939391479789
"184","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.17,20,298.15,0.06,0.559696957398947,1.11939391479789
"185","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.19,25,298.15,0.06,0.559696957398947,1.11939391479789
"186","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.19,25,298.15,0.06,0.559696957398947,1.11939391479789
"187","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.18,27,298.15,0.06,0.559696957398947,1.11939391479789
"188","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.18,27,298.15,0.06,0.559696957398947,1.11939391479789
"189","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.16,30,298.15,0.06,0.559696957398947,1.11939391479789
"190","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.16,30,298.15,0.06,0.559696957398947,1.11939391479789
"191","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",-0.05,35,298.15,0.06,0.559696957398947,1.11939391479789
"192","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",-0.05,35,298.15,0.06,0.559696957398947,1.11939391479789
"193","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.062,10,298.15,0.06,0.559696957398947,1.11939391479789
"194","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.062,10,298.15,0.06,0.559696957398947,1.11939391479789
"195","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.113,15,298.15,0.06,0.559696957398947,1.11939391479789
"196","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.113,15,298.15,0.06,0.559696957398947,1.11939391479789
"197","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.17,20,298.15,0.06,0.559696957398947,1.11939391479789
"198","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.17,20,298.15,0.06,0.559696957398947,1.11939391479789
"199","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.19,25,298.15,0.06,0.559696957398947,1.11939391479789
"200","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.19,25,298.15,0.06,0.559696957398947,1.11939391479789
"201","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.18,27.5,298.15,0.06,0.559696957398947,1.11939391479789
"202","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.18,27.5,298.15,0.06,0.559696957398947,1.11939391479789
"203","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.16,30,298.15,0.06,0.559696957398947,1.11939391479789
"204","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",0.16,30,298.15,0.06,0.559696957398947,1.11939391479789
"205","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",-0.047,35,298.15,0.06,0.559696957398947,1.11939391479789
"206","Anabaena macrospora-:-Mehnert et al. (2010)-:- 53.150-:-  13.030","Anabaena macrospora","Mehnert et al. (2010)",-0.047,35,298.15,0.06,0.559696957398947,1.11939391479789
"207","Anabaena-:-Nalewajko & Murphy (2001)-:- 35.250-:- 136.100","Anabaena","Nalewajko & Murphy (2001)",0.407571,20,305.15,0.407571,0.452835617778246,0.905671235556492
"208","Anabaena-:-Nalewajko & Murphy (2001)-:- 35.250-:- 136.100","Anabaena","Nalewajko & Murphy (2001)",0.528178,24,305.15,0.407571,0.452835617778246,0.905671235556492
"209","Anabaena-:-Nalewajko & Murphy (2001)-:- 35.250-:- 136.100","Anabaena","Nalewajko & Murphy (2001)",0.577392,28,305.15,0.407571,0.452835617778246,0.905671235556492
"210","Anabaena-:-Nalewajko & Murphy (2001)-:- 35.250-:- 136.100","Anabaena","Nalewajko & Murphy (2001)",0.867127,32,305.15,0.407571,0.452835617778246,0.905671235556492
"211","Anabaena-:-Nalewajko & Murphy (2001)-:- 35.250-:- 136.100","Anabaena","Nalewajko & Murphy (2001)",0.410343,35,305.15,0.407571,0.452835617778246,0.905671235556492
"212","Anabaena-:-Nalewajko & Murphy (2001)-:-NA-:-NA","Anabaena","Nalewajko & Murphy (2001)",0.42,20,305.15,0.42,0.430832802358112,0.861665604716224
"213","Anabaena-:-Nalewajko & Murphy (2001)-:-NA-:-NA","Anabaena","Nalewajko & Murphy (2001)",0.53,24,305.15,0.42,0.430832802358112,0.861665604716224
"214","Anabaena-:-Nalewajko & Murphy (2001)-:-NA-:-NA","Anabaena","Nalewajko & Murphy (2001)",0.58,28,305.15,0.42,0.430832802358112,0.861665604716224
"215","Anabaena-:-Nalewajko & Murphy (2001)-:-NA-:-NA","Anabaena","Nalewajko & Murphy (2001)",0.86,32,305.15,0.42,0.430832802358112,0.861665604716224
"216","Anabaena-:-Nalewajko & Murphy (2001)-:-NA-:-NA","Anabaena","Nalewajko & Murphy (2001)",0.42,35,305.15,0.42,0.430832802358112,0.861665604716224
"217","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.177,10,296.15,0.177,0.418416002763791,0.836832005527583
"218","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.319,13,296.15,0.177,0.418416002763791,0.836832005527583
"219","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.422,16,296.15,0.177,0.418416002763791,0.836832005527583
"220","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.509,19,296.15,0.177,0.418416002763791,0.836832005527583
"221","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.56,21,296.15,0.177,0.418416002763791,0.836832005527583
"222","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.733,23,296.15,0.177,0.418416002763791,0.836832005527583
"223","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.698,25,296.15,0.177,0.418416002763791,0.836832005527583
"224","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.711,28,296.15,0.177,0.418416002763791,0.836832005527583
"225","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.353,10,296.15,0.177,0.418416002763791,0.836832005527583
"226","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.397,13,296.15,0.177,0.418416002763791,0.836832005527583
"227","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.362,16,296.15,0.177,0.418416002763791,0.836832005527583
"228","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.517,19,296.15,0.177,0.418416002763791,0.836832005527583
"229","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.444,21,296.15,0.177,0.418416002763791,0.836832005527583
"230","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.409,23,296.15,0.177,0.418416002763791,0.836832005527583
"231","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.392,25,296.15,0.177,0.418416002763791,0.836832005527583
"232","Anabaena-:-Rapala & Sivonen (1998)-:- 60.830-:-  26.220","Anabaena","Rapala & Sivonen (1998)",0.375,28,296.15,0.177,0.418416002763791,0.836832005527583
"233","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.28,10,296.15,0.246,0.439762768086049,0.879525536172097
"234","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.332,13,296.15,0.246,0.439762768086049,0.879525536172097
"235","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.332,16,296.15,0.246,0.439762768086049,0.879525536172097
"236","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.362,19,296.15,0.246,0.439762768086049,0.879525536172097
"237","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.44,21,296.15,0.246,0.439762768086049,0.879525536172097
"238","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.47,23,296.15,0.246,0.439762768086049,0.879525536172097
"239","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.496,25,296.15,0.246,0.439762768086049,0.879525536172097
"240","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.496,28,296.15,0.246,0.439762768086049,0.879525536172097
"241","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.246,10,296.15,0.246,0.439762768086049,0.879525536172097
"242","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.444,13,296.15,0.246,0.439762768086049,0.879525536172097
"243","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.612,16,296.15,0.246,0.439762768086049,0.879525536172097
"244","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.634,19,296.15,0.246,0.439762768086049,0.879525536172097
"245","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.776,21,296.15,0.246,0.439762768086049,0.879525536172097
"246","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.793,23,296.15,0.246,0.439762768086049,0.879525536172097
"247","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.69,25,296.15,0.246,0.439762768086049,0.879525536172097
"248","Anabaena-:-Rapala & Sivonen (1998)-:- 61.080-:-  25.540","Anabaena","Rapala & Sivonen (1998)",0.672,28,296.15,0.246,0.439762768086049,0.879525536172097
"249","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.37,16,297.15,0.35,0.297081780822831,0.594163561645662
"250","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.44,20,297.15,0.35,0.297081780822831,0.594163561645662
"251","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.51,24,297.15,0.35,0.297081780822831,0.594163561645662
"252","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.37,28,297.15,0.35,0.297081780822831,0.594163561645662
"253","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.37,32,297.15,0.35,0.297081780822831,0.594163561645662
"254","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.36,36,297.15,0.35,0.297081780822831,0.594163561645662
"255","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.35,37,297.15,0.35,0.297081780822831,0.594163561645662
"256","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0.36,38,297.15,0.35,0.297081780822831,0.594163561645662
"257","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0,39,297.15,0.35,0.297081780822831,0.594163561645662
"258","Anabaena spiroides-:-Seki et al. (1981)-:- 36.040-:- 140.394","Anabaena spiroides","Seki et al. (1981)",0,40,297.15,0.35,0.297081780822831,0.594163561645662
"259","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0,5,299.15,0.02,1.27263904838292,2.54527809676583
"260","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.02,8,299.15,0.02,1.27263904838292,2.54527809676583
"261","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.14,11,299.15,0.02,1.27263904838292,2.54527809676583
"262","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.21,14,299.15,0.02,1.27263904838292,2.54527809676583
"263","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.35,17,299.15,0.02,1.27263904838292,2.54527809676583
"264","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.46,20,299.15,0.02,1.27263904838292,2.54527809676583
"265","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.59,23,299.15,0.02,1.27263904838292,2.54527809676583
"266","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.78,26,299.15,0.02,1.27263904838292,2.54527809676583
"267","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.7,29,299.15,0.02,1.27263904838292,2.54527809676583
"268","Anabaena ucrainica-:-Tsuijimura & Okubo (2003)-:- 35.500-:- 136.000","Anabaena ucrainica","Tsuijimura & Okubo (2003)",0.68,32,299.15,0.02,1.27263904838292,2.54527809676583
