"","Species_original","Species_standardised","Reference","Trait_value","Temperature","unique_id"
"164","Heterocapsa rotundata","Katodinium rotundatum","Throndsen (1976)",1.45561,20,"  10.520 59.450Katodinium rotundatumThrondsen (1976)"
"165","Heterocapsa rotundata","Katodinium rotundatum","Throndsen (1976)",0.758303,25,"  10.520 59.450Katodinium rotundatumThrondsen (1976)"
"166","Heterocapsa rotundata","Katodinium rotundatum","Throndsen (1976)",0.134471,29,"  10.520 59.450Katodinium rotundatumThrondsen (1976)"
"167","Micromonas pusilla","Micromonas","Throndsen (1976)",1.89,4,"  10.520 59.450MicromonasThrondsen (1976)"
"168","Micromonas pusilla","Micromonas","Throndsen (1976)",0.99,8,"  10.520 59.450MicromonasThrondsen (1976)"
"169","Micromonas pusilla","Micromonas","Throndsen (1976)",2.1,10,"  10.520 59.450MicromonasThrondsen (1976)"
"170","Micromonas pusilla","Micromonas","Throndsen (1976)",1.65,16,"  10.520 59.450MicromonasThrondsen (1976)"
"171","Micromonas pusilla","Micromonas","Throndsen (1976)",2.85,20,"  10.520 59.450MicromonasThrondsen (1976)"
"172","Micromonas pusilla","Micromonas","Throndsen (1976)",1.69,22,"  10.520 59.450MicromonasThrondsen (1976)"
"173","Micromonas pusilla","Micromonas","Throndsen (1976)",2.59,24.5,"  10.520 59.450MicromonasThrondsen (1976)"
"174","Micromonas pusilla","Micromonas","Throndsen (1976)",0.49,28,"  10.520 59.450MicromonasThrondsen (1976)"
"175","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.27,5,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"176","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.69,10,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"177","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.82,15,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"178","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.55,20,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"179","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.273793,5,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"180","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.686909,10,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"181","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.821379,15,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"182","Olisthodiscus luteus","Olisthodiscus luteus","Throndsen (1976)",0.547586,20,"  10.520 59.450Olisthodiscus luteusThrondsen (1976)"
"183","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.49,5,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"184","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.96,11,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"185","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.63,20,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"186","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.13,25,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"187","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.486589,5,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"188","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.960702,11,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"189","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.625912,20,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"190","Pseudopedinella pyriformis","Pseudopedinella pyriformis","Throndsen (1976)",0.134471,25,"  10.520 59.450Pseudopedinella pyriformisThrondsen (1976)"
"191","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",0,8,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"192","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",1.1,15,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"193","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",0.92,22,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"194","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",0,28,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"195","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",1.10349,15,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"196","Pyramimonas disomata","Pyramimonas disomata","Throndsen (1976)",0.91842,22,"  10.520 59.450Pyramimonas disomataThrondsen (1976)"
"197","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.26,20,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"198","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.77,25,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"199","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.82,27.5,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"200","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.94,30,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"201","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.93,32.5,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"202","Microcystis aeruginosa strain NIVA-CYA 140","Microcystis aeruginosa","Lï¿½rling et al. (2013)",0.7,35,"-105.530 52.260Lï¿½rling et al. (2013)Microcystis aeruginosa"
"203","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",1.08,10,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"204","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",2.28,15,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"205","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",2.4,20,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"206","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",1.87,25,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"207","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",0.63,10,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"208","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",1.33,15,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"209","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",1.4,20,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"210","Dunaliella tertiolecta strain CCAP 19/6B","Dunaliella tertiolecta","Reay et al. (1999)",1.092,25,"  10.600 59.500Dunaliella tertiolectaReay et al. (1999)"
"211","Neoceratium furca","Ceratium furca","Nordli (1957)",0,5,"  10.610 59.670Ceratium furcaNordli (1957)"
"212","Neoceratium furca","Ceratium furca","Nordli (1957)",0.05,10,"  10.610 59.670Ceratium furcaNordli (1957)"
"213","Neoceratium furca","Ceratium furca","Nordli (1957)",0.19,15,"  10.610 59.670Ceratium furcaNordli (1957)"
"214","Neoceratium furca","Ceratium furca","Nordli (1957)",0.23,20,"  10.610 59.670Ceratium furcaNordli (1957)"
"215","Neoceratium furca","Ceratium furca","Nordli (1957)",0.15,25,"  10.610 59.670Ceratium furcaNordli (1957)"
"216","Biceratium furca","Ceratium furca","Nordli (1957)",0,5,"  10.610 59.670Ceratium furcaNordli (1957)"
"217","Biceratium furca","Ceratium furca","Nordli (1957)",0.0457477,10,"  10.610 59.670Ceratium furcaNordli (1957)"
"218","Biceratium furca","Ceratium furca","Nordli (1957)",0.189922,15,"  10.610 59.670Ceratium furcaNordli (1957)"
"219","Biceratium furca","Ceratium furca","Nordli (1957)",0.233591,20,"  10.610 59.670Ceratium furcaNordli (1957)"
"220","Biceratium furca","Ceratium furca","Nordli (1957)",0.149027,25,"  10.610 59.670Ceratium furcaNordli (1957)"
"221","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0,5,"  10.610 59.670Ceratium fususNordli (1957)"
"222","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.11,10,"  10.610 59.670Ceratium fususNordli (1957)"
"223","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.2,15,"  10.610 59.670Ceratium fususNordli (1957)"
"224","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.14,20,"  10.610 59.670Ceratium fususNordli (1957)"
"225","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.1,25,"  10.610 59.670Ceratium fususNordli (1957)"
"226","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.112983,10,"  10.610 59.670Ceratium fususNordli (1957)"
"227","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.202399,15,"  10.610 59.670Ceratium fususNordli (1957)"
"228","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.144175,20,"  10.610 59.670Ceratium fususNordli (1957)"
"229","Neoceratium fusus","Ceratium fusus","Nordli (1957)",0.0991201,25,"  10.610 59.670Ceratium fususNordli (1957)"
"230","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.03,5,"  10.610 59.670Ceratium lineatumNordli (1957)"
"231","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.11,10,"  10.610 59.670Ceratium lineatumNordli (1957)"
"232","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.15,15,"  10.610 59.670Ceratium lineatumNordli (1957)"
"233","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.23,20,"  10.610 59.670Ceratium lineatumNordli (1957)"
"234","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.19,25,"  10.610 59.670Ceratium lineatumNordli (1957)"
"235","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.0256464,5,"  10.610 59.670Ceratium lineatumNordli (1957)"
"236","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.113676,10,"  10.610 59.670Ceratium lineatumNordli (1957)"
"237","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.149027,15,"  10.610 59.670Ceratium lineatumNordli (1957)"
"238","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.233591,20,"  10.610 59.670Ceratium lineatumNordli (1957)"
"239","Neoceratium lineatum","Ceratium lineatum","Nordli (1957)",0.190615,25,"  10.610 59.670Ceratium lineatumNordli (1957)"
"240","Neoceratium tripos","Ceratium tripos","Montressor & Tomas (1988)",0.16,5,"  10.610 59.670Ceratium triposMontressor & Tomas (1988)"
"241","Neoceratium tripos","Ceratium tripos","Montressor & Tomas (1988)",0.17,10,"  10.610 59.670Ceratium triposMontressor & Tomas (1988)"
"242","Neoceratium tripos","Ceratium tripos","Montressor & Tomas (1988)",0.18,15,"  10.610 59.670Ceratium triposMontressor & Tomas (1988)"
"243","Neoceratium tripos","Ceratium tripos","Montressor & Tomas (1988)",0.2,20,"  10.610 59.670Ceratium triposMontressor & Tomas (1988)"
"244","Neoceratium tripos","Ceratium tripos","Montressor & Tomas (1988)",0.13,25,"  10.610 59.670Ceratium triposMontressor & Tomas (1988)"
"245","Ceratium tripos var. atlanticum","Ceratium tripos","Nordli (1957)",0.158731,5,"  10.610 59.670Ceratium triposNordli (1957)"
"246","Ceratium tripos var. atlanticum","Ceratium tripos","Nordli (1957)",0.168435,10,"  10.610 59.670Ceratium triposNordli (1957)"
"247","Ceratium tripos var. atlanticum","Ceratium tripos","Nordli (1957)",0.176059,15,"  10.610 59.670Ceratium triposNordli (1957)"
"248","Ceratium tripos var. atlanticum","Ceratium tripos","Nordli (1957)",0.195468,20,"  10.610 59.670Ceratium triposNordli (1957)"
"249","Ceratium tripos var. atlanticum","Ceratium tripos","Nordli (1957)",0.133084,25,"  10.610 59.670Ceratium triposNordli (1957)"
"250","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.099,11,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"251","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.194,13,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"252","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.212,14,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"253","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.242,15,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"254","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.271,18,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"255","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.33,19,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"256","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.46,24,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"257","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.464,25,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"258","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.424,26,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"259","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0.282,28,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"260","Prochlorococcus marinus strain MIT9515 (clade 2)","Prochlorococcus marinus","Johnson (2006)",0,29,"-107.100 -5.700Johnson (2006)Prochlorococcus marinus"
"261","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.33,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"262","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.35,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"263","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.46,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"264","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.49,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"265","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.56,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"266","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.8,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"267","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.43,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"268","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.62,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"269","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.8,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"270","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"271","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.27,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"272","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.32,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"273","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.37,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"274","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.55,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"275","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.65,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"276","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.89,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"277","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.62,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"278","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.7,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"279","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"280","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.31,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"281","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.548973,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"282","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.892774,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"283","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.69592,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"284","Chrysochromulina polylepis strain B3","Prymnesium polylepis","Edvardsen (1992)",0.311916,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"285","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.46025,9,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"286","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.804051,14,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"287","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.804744,19,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"288","Chrysochromulina polylepis strain B4","Prymnesium polylepis","Edvardsen (1992)",0.316075,22,"  10.750 59.000Edvardsen (1992)Prymnesium polylepis"
"289","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.6,20,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"290","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.65,25,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"291","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.75,27.5,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"292","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.69,30,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"293","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.76,32.5,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"294","Monoraphidium griffithii strain NIVA-CHL8","Monoraphidium griffithii","Lï¿½rling et al. (2013)",0.19,35,"  10.750 59.690Lï¿½rling et al. (2013)Monoraphidium griffithii"
"295","Planktothrix agardhii strain NIVA-CYA 116","Planktothrix agardhii","Lï¿½rling et al. (2013)",0.5,20,"  10.750 59.690Lï¿½rling et al. (2013)Planktothrix agardhii"
"296","Planktothrix agardhii strain NIVA-CYA 116","Planktothrix agardhii","Lï¿½rling et al. (2013)",0.71,25,"  10.750 59.690Lï¿½rling et al. (2013)Planktothrix agardhii"
"297","Planktothrix agardhii strain NIVA-CYA 116","Planktothrix agardhii","Lï¿½rling et al. (2013)",0.82,27.5,"  10.750 59.690Lï¿½rling et al. (2013)Planktothrix agardhii"
"298","Planktothrix agardhii strain NIVA-CYA 116","Planktothrix agardhii","Lï¿½rling et al. (2013)",0.7,32.5,"  10.750 59.690Lï¿½rling et al. (2013)Planktothrix agardhii"
"299","Planktothrix agardhii strain NIVA-CYA 116","Planktothrix agardhii","Lï¿½rling et al. (2013)",0.4,35,"  10.750 59.690Lï¿½rling et al. (2013)Planktothrix agardhii"
